@relation cal_housing-weka.filters.unsupervised.attribute.Center-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute longitude numeric
@attribute latitude numeric
@attribute housingMedianAge numeric
@attribute totalRooms numeric
@attribute totalBedrooms numeric
@attribute population numeric
@attribute households numeric
@attribute medianIncome numeric
@attribute medianHouseValue numeric

@data
0.207171,0.561105,0.764706,0.024009,0.058038,0.019535,0.057721,0.087937,112500
0.207171,0.561105,0.392157,0.022738,0.070143,0.020516,0.071863,0.029096,171900
0.207171,0.561105,0.823529,0.047459,0.070608,0.029653,0.066765,0.069282,93800
0.207171,0.561105,0.784314,0.081871,0.132216,0.054822,0.118237,0.04213,97500
0.207171,0.561105,1,0.041406,0.070608,0.032484,0.065614,0.051558,104200
0.206175,0.561105,1,0.029706,0.036313,0.019563,0.038152,0.076544,87500
0.206175,0.561105,1,0.023984,0.037554,0.01606,0.036014,0.062854,83100
0.206175,0.561105,1,0.031436,0.044538,0.017349,0.042427,0.069365,87500
0.206175,0.561105,1,0.03782,0.051831,0.02032,0.039961,0.021882,85300
0.206175,0.561105,1,0.035226,0.052762,0.030018,0.049827,0.049461,80300
0.205179,0.561105,0.019608,0.003968,0.006518,0.002551,0.009209,0.142246,60000
0.205179,0.562168,1,0.02846,0.032588,0.015443,0.030587,0.199514,75700
0.205179,0.561105,0.941176,0.003383,0.004345,0.002326,0.003618,0.387471,75000
0.205179,0.560043,0.960784,0.019279,0.02933,0.010482,0.019898,0.027669,86100
0.204183,0.560043,1,0.03108,0.036623,0.014518,0.025983,0.047661,76100
0.204183,0.560043,0.921569,0.021008,0.028088,0.010903,0.021707,0.144405,73500
0.204183,0.560043,1,0.025637,0.032278,0.016845,0.030587,0.045986,78400
0.204183,0.560043,0.921569,0.036955,0.05478,0.022002,0.054432,0.021082,84400
0.205179,0.55898,1,0.026069,0.037709,0.013706,0.024009,0.145481,81300
0.204183,0.560043,1,0.014497,0.01676,0.007596,0.01332,0.093219,85000
0.205179,0.560043,0.882353,0.071189,0.099783,0.05101,0.100312,0.033124,129200
0.205179,0.560043,0.490196,0.019482,0.023433,0.010903,0.02072,0.087723,82500
0.205179,0.560043,0.882353,0.02373,0.045934,0.016228,0.045387,0.015772,95200
0.205179,0.560043,0.941176,0.021415,0.031502,0.015611,0.024831,0.086213,75000
0.205179,0.560043,0.882353,0.000254,0.000466,0.00042,0.000987,0,67500
0.205179,0.560043,0.372549,0.021186,0.024829,0.008044,0.021707,0.136764,137500
0.206175,0.560043,0.313725,0.031411,0.071539,0.021273,0.072028,0.029255,177500
0.206175,0.560043,0.686275,0.074063,0.087058,0.034558,0.083539,0.13424,102100
0.206175,0.560043,0.352941,0.030648,0.037554,0.020124,0.033876,0.042151,108300
0.205179,0.560043,0.431373,0.044331,0.057883,0.029457,0.053281,0.020876,112500
0.206175,0.55898,0.72549,0.017346,0.027157,0.009557,0.025325,0.10424,131300
0.206175,0.560043,0.313725,0.02345,0.044693,0.016985,0.047361,0.068971,162500
0.207171,0.560043,1,0.00529,0.008535,0.005045,0.009045,0.045986,112500
0.206175,0.560043,1,0.008597,0.014898,0.005521,0.014142,0.070406,112500
0.206175,0.560043,1,0.009767,0.025295,0.009613,0.025325,0.021214,137500
0.206175,0.560043,0.666667,0.02406,0.028399,0.013005,0.027627,0.090268,118800
0.206175,0.560043,1,0.019609,0.022036,0.010482,0.018747,0.131612,98200
0.207171,0.560043,0.764706,0.022331,0.069832,0.016228,0.062325,0.032903,118800
0.207171,0.560043,0.176471,0.022204,0.053849,0.015219,0.054103,0.017938,162500
0.207171,0.55898,0.176471,0.00262,0.006363,0.003419,0.006249,0.032572,137500
0.207171,0.55898,1,0.006282,0.011949,0.011015,0.013814,0.051275,500001
0.207171,0.55898,0.294118,0.02523,0.060677,0.022338,0.059365,0.109923,162500
0.206175,0.55898,1,0.005417,0.013346,0.025253,0.014307,0.025303,137500
0.206175,0.55898,1,0.002391,0.004655,0.005269,0.005427,0.017248,162500
0.207171,0.557917,0.509804,0.026782,0.053693,0.02004,0.049498,0.147274,187500
0.207171,0.55898,0.745098,0.043568,0.096524,0.037109,0.076632,0.09295,179200
0.208167,0.55898,0.686275,0.135485,0.384233,0.097144,0.381845,0.104116,130000
0.208167,0.561105,0.588235,0.116842,0.206394,0.057317,0.193883,0.161005,183800
0.208167,0.560043,0.54902,0.008469,0.016449,0.005578,0.0148,0.103881,125000
0.208167,0.561105,0.411765,0.093596,0.196927,0.056644,0.205394,0.049558,170000
0.208167,0.561105,0.705882,0.09235,0.168218,0.051431,0.160993,0.14555,193100
0.209163,0.560043,0.54902,0.118368,0.219274,0.064492,0.205394,0.137329,257800
0.209163,0.560043,0.529412,0.147617,0.248603,0.071751,0.246012,0.187432,273400
0.209163,0.560043,0.745098,0.021669,0.037399,0.010819,0.037329,0.181039,237500
0.209163,0.560043,1,0.054759,0.108628,0.025001,0.100641,0.143419,350000
0.208167,0.560043,0.647059,0.14927,0.296865,0.075282,0.294031,0.161425,335700
0.210159,0.561105,1,0.038329,0.034761,0.018807,0.039961,0.305561,313400
0.210159,0.560043,1,0.051478,0.074643,0.019788,0.074823,0.191225,268500
0.209163,0.560043,1,0.044661,0.071229,0.019143,0.069232,0.18408,259400
0.210159,0.561105,1,0.088484,0.116387,0.040388,0.117908,0.234486,275700
0.209163,0.561105,0.529412,0.084821,0.132526,0.042518,0.131722,0.234921,225000
0.209163,0.561105,1,0.036167,0.044693,0.015331,0.041441,0.316671,262500
0.209163,0.561105,0.607843,0.096826,0.170236,0.050534,0.1679,0.147791,218500
0.209163,0.561105,0.490196,0.100641,0.185444,0.048936,0.199967,0.174025,255000
0.209163,0.562168,1,0.060379,0.086592,0.026234,0.085183,0.182653,224100
0.209163,0.562168,0.666667,0.040974,0.066263,0.018835,0.069232,0.204983,243100
0.209163,0.562168,1,0.032479,0.044382,0.014883,0.04769,0.182273,231600
0.209163,0.562168,0.529412,0.127677,0.271415,0.071611,0.272981,0.132653,218500
0.209163,0.562168,1,0.106516,0.171322,0.049973,0.170367,0.178604,234100
0.211155,0.563231,0.960784,0.063915,0.061763,0.027103,0.061174,0.369629,327600
0.211155,0.563231,0.901961,0.080701,0.070298,0.03069,0.079592,0.330126,347600
0.210159,0.562168,0.784314,0.065466,0.062849,0.02217,0.061667,0.376278,366100
0.210159,0.564293,0.705882,0.008444,0.008225,0.002663,0.007565,0.307885,335000
0.211155,0.564293,1,0.071163,0.063625,0.029653,0.066108,0.402994,373600
0.210159,0.563231,1,0.089704,0.08892,0.032905,0.091103,0.322575,389500
0.210159,0.564293,1,0.066382,0.056487,0.025169,0.060187,0.464511,391100
0.212151,0.564293,0.529412,0.134417,0.162477,0.05684,0.157047,0.341864,337300
0.212151,0.563231,0.960784,0.074597,0.073246,0.028812,0.078605,0.482759,295200
0.213147,0.563231,0.843137,0.087034,0.092489,0.037978,0.09801,0.38065,292300
0.213147,0.562168,0.764706,0.126888,0.104438,0.045209,0.107384,0.486511,411500
0.214143,0.563231,0.568627,0.056183,0.053538,0.023571,0.056241,0.383905,311500
0.213147,0.563231,0.647059,0.077217,0.075885,0.031867,0.081401,0.452056,325900
0.215139,0.563231,0.333333,0.041075,0.032433,0.014855,0.031738,0.765631,392600
0.214143,0.563231,0.666667,0.072817,0.071229,0.029962,0.072685,0.481945,319300
0.213147,0.562168,0.647059,0.128771,0.122129,0.045517,0.125802,0.441215,333300
0.215139,0.562168,0.529412,0.033674,0.028399,0.012893,0.03108,0.531372,335200
0.214143,0.562168,0.490196,0.040363,0.034451,0.015107,0.034534,0.544896,351200
0.215139,0.562168,0.54902,0.045501,0.041899,0.018442,0.044072,0.438194,368900
0.215139,0.561105,0.607843,0.04662,0.040813,0.017714,0.043085,0.539103,365900
0.214143,0.561105,0.705882,0.031207,0.027933,0.011688,0.028778,0.449483,366700
0.214143,0.561105,0.745098,0.095834,0.082713,0.035371,0.082059,0.402084,362800
0.216135,0.560043,0.568627,0.007376,0.005742,0.003447,0.008387,0.404305,483300
0.213147,0.561105,1,0.060354,0.051521,0.022702,0.057392,0.452063,331400
0.214143,0.560043,0.862745,0.075334,0.067505,0.029821,0.06989,0.433456,323500
0.213147,0.55898,0.960784,0.072003,0.093731,0.035231,0.09061,0.165032,216700
0.213147,0.55898,0.72549,0.057277,0.082868,0.02657,0.079921,0.178018,233100
0.213147,0.560043,1,0.035276,0.032744,0.01421,0.036672,0.326913,296400
0.212151,0.560043,1,0.050079,0.051831,0.021357,0.050485,0.415291,273700
0.212151,0.55898,1,0.055471,0.072005,0.031559,0.075481,0.19057,227700
0.212151,0.55898,1,0.05809,0.07185,0.02999,0.072357,0.174473,199600
0.212151,0.55898,1,0.069154,0.083799,0.033129,0.084526,0.278817,239800
0.212151,0.560043,1,0.051427,0.052452,0.021105,0.055747,0.246348,270100
0.212151,0.560043,1,0.074826,0.083023,0.028897,0.085512,0.334547,302100
0.211155,0.55898,1,0.051656,0.075264,0.021974,0.075317,0.183473,269500
0.211155,0.560043,1,0.036396,0.035382,0.017069,0.034863,0.294541,314700
0.212151,0.560043,1,0.074393,0.062228,0.028532,0.062325,0.528027,390100
0.211155,0.560043,1,0.058828,0.045158,0.024048,0.042263,0.577882,410300
0.210159,0.560043,1,0.063152,0.048417,0.026626,0.05361,0.438559,352400
0.210159,0.560043,1,0.037845,0.036778,0.017685,0.041934,0.381395,287300
0.211155,0.560043,1,0.071519,0.056487,0.024524,0.057721,0.483311,348700
0.210159,0.560043,1,0.053182,0.085196,0.025645,0.079263,0.155019,243800
0.210159,0.55898,1,0.022534,0.025916,0.010006,0.028614,0.11686,211500
0.209163,0.55898,1,0.053029,0.078988,0.033465,0.080086,0.173446,218400
0.210159,0.560043,1,0.063864,0.077747,0.029289,0.085019,0.218969,269900
0.209163,0.560043,0.882353,0.082151,0.129423,0.038398,0.122677,0.187935,218800
0.209163,0.55898,0.803922,0.104736,0.165115,0.047983,0.166749,0.167901,225000
0.209163,0.55898,0.823529,0.060074,0.12275,0.038006,0.118566,0.113309,250000
0.209163,0.55898,0.784314,0.037362,0.072626,0.029681,0.067752,0.076702,171400
0.209163,0.55898,0.54902,0.062719,0.133923,0.037333,0.126953,0.061585,193800
0.210159,0.557917,0.509804,0.041457,0.076195,0.032736,0.070383,0.125336,125000
0.209163,0.557917,0.862745,0.045374,0.081471,0.041257,0.075481,0.088088,97500
0.209163,0.557917,0.960784,0.015947,0.029019,0.020712,0.032067,0.147991,125000
0.209163,0.557917,1,0.034005,0.060521,0.030354,0.05953,0.115936,138800
0.209163,0.55898,0.686275,0.042627,0.093886,0.046021,0.08913,0.119336,116700
0.209163,0.55898,0.823529,0.059566,0.100248,0.047843,0.105739,0.079344,151800
0.210159,0.55898,1,0.025281,0.035227,0.020404,0.037329,0.122053,127000
0.210159,0.55898,1,0.040414,0.057728,0.031251,0.056899,0.114233,128600
0.210159,0.55898,1,0.040287,0.061608,0.028112,0.054925,0.11275,140600
0.210159,0.55898,0.901961,0.051986,0.091092,0.033914,0.090939,0.146846,182700
0.211155,0.55898,1,0.030266,0.044693,0.021553,0.042098,0.129888,146900
0.210159,0.55898,1,0.045806,0.065022,0.03694,0.065779,0.169453,122800
0.210159,0.55898,0.941176,0.07213,0.116077,0.041593,0.111166,0.139577,169300
0.211155,0.55898,1,0.019864,0.028399,0.013593,0.030423,0.099143,126600
0.211155,0.55898,0.980392,0.040389,0.064091,0.026514,0.064299,0.09675,127900
0.211155,0.55898,0.960784,0.044356,0.074333,0.03212,0.068081,0.120695,123500
0.211155,0.55898,1,0.031792,0.046245,0.023571,0.045881,0.13055,111900
0.211155,0.557917,0.823529,0.15161,0.208411,0.122313,0.202269,0.116674,112800
0.211155,0.557917,1,0.045297,0.061142,0.046414,0.067588,0.167984,107900
0.211155,0.557917,0.568627,0.025357,0.040813,0.028252,0.043085,0.09555,137500
0.210159,0.557917,0.745098,0.037311,0.066729,0.040948,0.063805,0.11475,105500
0.210159,0.557917,0.901961,0.034844,0.061142,0.034586,0.049663,0.112074,95500
0.210159,0.557917,1,0.017091,0.027778,0.01805,0.027463,0.19828,116100
0.210159,0.557917,0.823529,0.041304,0.058194,0.035903,0.058543,0.120985,112200
0.209163,0.557917,0.980392,0.0044,0.006518,0.006306,0.00888,0.11035,75000
0.209163,0.557917,0.745098,0.011674,0.019863,0.010594,0.020062,0.075868,112500
0.209163,0.557917,1,0.02289,0.036623,0.023627,0.037165,0.215521,125000
0.208167,0.55898,0.372549,0.060303,0.120732,0.046414,0.111001,0.082275,115000
0.212151,0.555792,1,0.009894,0.019708,0.01449,0.022529,0.079116,95000
0.212151,0.555792,1,0.028867,0.046555,0.024188,0.042427,0.144143,96400
0.211155,0.555792,1,0.019508,0.031813,0.017069,0.029929,0.142764,72000
0.211155,0.556854,1,0.011954,0.022502,0.011547,0.020556,0.147791,71300
0.211155,0.556854,1,0.021873,0.033209,0.027775,0.034863,0.174191,80800
0.212151,0.556854,0.960784,0.048782,0.082092,0.042658,0.078277,0.068185,128800
0.211155,0.556854,0.823529,0.036065,0.073091,0.042126,0.071863,0.098888,112500
0.211155,0.556854,1,0.025027,0.039882,0.028168,0.041769,0.067896,119400
0.211155,0.556854,0.843137,0.059464,0.127871,0.078758,0.123335,0.07593,118100
0.211155,0.557917,0.921569,0.043085,0.061297,0.041425,0.056241,0.10604,122500
0.211155,0.557917,0.941176,0.029834,0.03352,0.023992,0.035849,0.12366,106300
0.212151,0.557917,0.705882,0.05954,0.08892,0.044984,0.085841,0.113757,132500
0.211155,0.557917,0.568627,0.015464,0.022346,0.011828,0.022858,0.077233,122700
0.211155,0.557917,0.764706,0.023602,0.030726,0.015724,0.030094,0.057116,113300
0.212151,0.557917,0.843137,0.037769,0.048572,0.026851,0.044565,0.207976,109500
0.212151,0.557917,1,0.087034,0.106921,0.063623,0.112481,0.234817,164700
0.213147,0.557917,1,0.01933,0.02933,0.016733,0.031903,0.178577,125000
0.212151,0.557917,0.882353,0.060125,0.089075,0.046078,0.086499,0.145122,124700
0.212151,0.557917,0.941176,0.046391,0.069677,0.033577,0.069561,0.137936,136700
0.212151,0.557917,0.72549,0.077496,0.11018,0.060652,0.108206,0.158412,141700
0.214143,0.557917,0.54902,0.04166,0.058194,0.026234,0.055747,0.160839,150000
0.213147,0.557917,0.901961,0.039193,0.047486,0.023992,0.047854,0.169542,138800
0.213147,0.557917,0.647059,0.060074,0.086282,0.042434,0.08469,0.161143,139200
0.213147,0.557917,0.666667,0.044331,0.063315,0.031952,0.063312,0.163798,143800
0.213147,0.55898,0.745098,0.050893,0.077436,0.030999,0.076139,0.177122,156500
0.213147,0.55898,0.745098,0.051274,0.069212,0.034138,0.073179,0.177639,151000
0.214143,0.55898,0.823529,0.077395,0.077281,0.031167,0.074659,0.307306,273000
0.214143,0.55898,1,0.039295,0.045313,0.019703,0.043907,0.29463,217100
0.213147,0.55898,1,0.08945,0.11018,0.052692,0.115935,0.205942,187100
0.214143,0.55898,0.784314,0.052597,0.05478,0.02245,0.055747,0.318513,239600
0.213147,0.55898,0.921569,0.033547,0.040658,0.014098,0.041276,0.248121,229700
0.215139,0.55898,0.921569,0.043034,0.040037,0.017013,0.038974,0.292693,257300
0.215139,0.55898,0.882353,0.04924,0.052762,0.021441,0.054432,0.26019,246900
0.215139,0.557917,0.960784,0.024569,0.030106,0.012865,0.030094,0.171342,179900
0.214143,0.557917,0.764706,0.026909,0.039572,0.01861,0.038481,0.253376,169600
0.214143,0.55898,0.882353,0.051859,0.062694,0.029597,0.06545,0.230949,203300
0.215139,0.55898,1,0.04606,0.041899,0.01777,0.045387,0.242169,263400
0.215139,0.557917,0.862745,0.069078,0.069832,0.030915,0.074494,0.286644,231800
0.215139,0.557917,0.529412,0.079913,0.117939,0.0486,0.10985,0.16757,140500
0.214143,0.557917,0.666667,0.045781,0.071074,0.028196,0.06397,0.124391,126000
0.214143,0.557917,0.941176,0.022382,0.030106,0.020572,0.034369,0.149432,122000
0.214143,0.557917,0.843137,0.041177,0.069988,0.037865,0.080579,0.146143,134700
0.213147,0.557917,0.862745,0.053741,0.082557,0.042798,0.077783,0.132191,139400
0.214143,0.557917,0.862745,0.051351,0.081782,0.039435,0.07877,0.157163,115400
0.213147,0.556854,0.882353,0.056895,0.078678,0.038874,0.093406,0.154156,137300
0.213147,0.556854,1,0.037515,0.0464,0.029765,0.044072,0.092916,137000
0.213147,0.556854,1,0.026807,0.034606,0.022114,0.040125,0.148853,142600
0.213147,0.556854,0.941176,0.022789,0.037709,0.021749,0.040125,0.176115,137500
0.212151,0.556854,0.843137,0.075436,0.110025,0.063511,0.100148,0.130391,111700
0.213147,0.556854,0.823529,0.043237,0.071229,0.034306,0.066765,0.084061,126800
0.213147,0.556854,0.901961,0.022356,0.03833,0.021021,0.039467,0.146557,111300
0.212151,0.555792,0.764706,0.012513,0.017536,0.015247,0.022036,0.158729,114800
0.212151,0.556854,0.960784,0.045119,0.073246,0.050562,0.072192,0.084668,102300
0.212151,0.556854,0.843137,0.042627,0.079609,0.047563,0.081237,0.108978,131900
0.212151,0.556854,0.980392,0.041584,0.071695,0.043163,0.064463,0.137177,119100
0.213147,0.554729,1,0.036065,0.048572,0.030326,0.04917,0.08653,80600
0.213147,0.555792,1,0.01498,0.026691,0.00981,0.022365,0.247617,80600
0.213147,0.555792,1,0.018897,0.023588,0.013173,0.024338,0.150108,88800
0.214143,0.555792,0.941176,0.057734,0.077126,0.045349,0.079263,0.133371,102400
0.213147,0.555792,0.882353,0.031334,0.058038,0.033073,0.05805,0.126274,98700
0.213147,0.555792,0.823529,0.025815,0.050745,0.023347,0.045387,0.121412,100000
0.215139,0.555792,0.803922,0.023653,0.039261,0.025141,0.043085,0.08993,92300
0.214143,0.555792,0.745098,0.06834,0.092489,0.052832,0.088143,0.121122,94800
0.214143,0.555792,0.784314,0.039295,0.064246,0.028616,0.055912,0.10733,102000
0.214143,0.556854,1,0.058447,0.068591,0.03425,0.069396,0.209645,158400
0.214143,0.556854,0.745098,0.044509,0.061763,0.029934,0.061667,0.180466,121600
0.214143,0.556854,0.960784,0.047434,0.062384,0.031531,0.061996,0.140702,129100
0.214143,0.555792,0.823529,0.061753,0.077747,0.042994,0.079428,0.165384,121400
0.213147,0.556854,0.843137,0.043924,0.064091,0.03467,0.064463,0.125005,102800
0.215139,0.556854,1,0.026044,0.027778,0.013061,0.027463,0.163798,160000
0.215139,0.555792,1,0.05514,0.066263,0.030354,0.069725,0.198039,143900
0.215139,0.555792,1,0.059184,0.068901,0.03198,0.06841,0.207687,151200
0.215139,0.556854,1,0.06333,0.064246,0.030999,0.061503,0.262934,164400
0.215139,0.556854,1,0.055852,0.061453,0.027495,0.060516,0.187591,156500
0.216135,0.556854,0.627451,0.003561,0.004655,0.016032,0.007565,0.232762,225000
0.215139,0.556854,0.941176,0.030037,0.031657,0.013818,0.034205,0.326402,174200
0.215139,0.556854,1,0.027163,0.029795,0.015471,0.03108,0.2225,166900
0.214143,0.556854,0.862745,0.044865,0.051366,0.024272,0.05361,0.282024,163500
0.216135,0.557917,0.745098,0.015642,0.014587,0.00653,0.017267,0.328127,253000
0.216135,0.557917,0.784314,0.035836,0.036002,0.017461,0.035027,0.454311,240700
0.216135,0.557917,0.882353,0.053589,0.059901,0.025757,0.053938,0.239397,208100
0.215139,0.557917,0.901961,0.031207,0.037554,0.016228,0.041934,0.169067,198100
0.215139,0.557917,0.960784,0.024213,0.03352,0.015219,0.032889,0.149432,172800
0.216135,0.560043,0.705882,0.041737,0.040503,0.017293,0.043578,0.341009,336700
0.216135,0.55898,0.647059,0.034412,0.030106,0.012304,0.031903,0.398884,318200
0.216135,0.55898,0.431373,0.058879,0.051986,0.026682,0.053774,0.431222,285800
0.221116,0.555792,0.45098,0.06249,0.049038,0.025589,0.053116,0.453187,293000
0.218127,0.557917,0.411765,0.326568,0.31766,0.139634,0.323302,0.378271,371000
0.217131,0.556854,0.803922,0.03871,0.040192,0.018162,0.043743,0.219831,157300
0.217131,0.555792,0.568627,0.084541,0.115611,0.047675,0.115442,0.163798,135300
0.216135,0.556854,0.823529,0.050435,0.068125,0.030326,0.066765,0.201418,136700
0.216135,0.556854,0.960784,0.041711,0.049814,0.0199,0.046538,0.192997,160700
0.217131,0.556854,0.941176,0.022661,0.027312,0.013033,0.0296,0.232762,140600
0.217131,0.556854,1,0.016557,0.019708,0.008212,0.019734,0.253452,144000
0.218127,0.555792,0.901961,0.031894,0.03352,0.015892,0.035685,0.267245,161900
0.218127,0.555792,0.921569,0.024798,0.02995,0.012416,0.029436,0.294541,156300
0.218127,0.555792,0.862745,0.059057,0.061453,0.027047,0.062983,0.211997,176000
0.218127,0.555792,0.745098,0.040211,0.054004,0.023936,0.051801,0.179025,145800
0.217131,0.555792,0.745098,0.040948,0.052917,0.025477,0.052787,0.199714,141900
0.217131,0.555792,0.588235,0.0616,0.082557,0.038034,0.074165,0.094557,90700
0.217131,0.554729,0.784314,0.04049,0.056797,0.030018,0.058214,0.099012,90600
0.217131,0.554729,0.901961,0.053818,0.063935,0.026963,0.062654,0.116157,107900
0.216135,0.554729,0.705882,0.040007,0.0554,0.026066,0.052458,0.123571,107000
0.217131,0.554729,0.72549,0.044814,0.061453,0.027579,0.05805,0.133336,98200
0.216135,0.554729,0.960784,0.030139,0.040348,0.025337,0.040289,0.099861,89500
0.216135,0.554729,1,0.019126,0.027002,0.012444,0.026969,0.234921,93800
0.216135,0.554729,0.941176,0.05865,0.069988,0.036324,0.074001,0.092468,96700
0.216135,0.555792,0.509804,0.023068,0.036468,0.011015,0.025654,0.108874,97500
0.216135,0.555792,0.803922,0.029961,0.039727,0.024496,0.043907,0.159487,97300
0.216135,0.554729,0.823529,0.051274,0.06316,0.031055,0.060187,0.095957,91200
0.215139,0.554729,0.941176,0.034742,0.043606,0.022058,0.044072,0.083151,91400
0.216135,0.555792,1,0.069739,0.08473,0.041369,0.090939,0.122543,96200
0.216135,0.555792,0.980392,0.053538,0.072936,0.032792,0.071863,0.190018,120100
0.216135,0.555792,1,0.044407,0.056021,0.028756,0.060023,0.107288,100000
0.215139,0.554729,1,0.051427,0.060521,0.028784,0.057392,0.135584,94700
0.214143,0.554729,0.901961,0.028333,0.040037,0.023067,0.045716,0.086213,85700
0.215139,0.555792,0.784314,0.051732,0.078988,0.039491,0.074494,0.106688,89300
0.215139,0.555792,0.862745,0.047052,0.060832,0.031643,0.057227,0.152825,101400
0.215139,0.554729,0.784314,0.023374,0.031968,0.014546,0.025983,0.048854,72500
0.215139,0.554729,0.862745,0.025256,0.036778,0.017573,0.038809,0.098281,74100
0.214143,0.553666,0.686275,0.015362,0.020329,0.014799,0.021707,0.074551,70000
0.214143,0.554729,0.705882,0.068111,0.11406,0.053869,0.109521,0.062744,84600
0.215139,0.554729,0.72549,0.037922,0.057263,0.03198,0.057556,0.01851,81800
0.215139,0.553666,0.352941,0.056081,0.087523,0.041425,0.085348,0.056516,81400
0.215139,0.553666,0.529412,0.02172,0.029174,0.012108,0.026476,0.020779,81800
0.215139,0.554729,0.490196,0.032835,0.045934,0.027495,0.049663,0.099861,85800
0.215139,0.552604,0.686275,0.021491,0.032744,0.015808,0.025983,0.046661,87100
0.216135,0.552604,0.803922,0.013709,0.023743,0.010566,0.020062,0.127288,83500
0.215139,0.551541,0.843137,0.027061,0.039106,0.023039,0.039961,0.11406,79700
