@relation cal_housing-weka.filters.unsupervised.attribute.Center-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute longitude numeric
@attribute latitude numeric
@attribute housingMedianAge numeric
@attribute totalRooms numeric
@attribute totalBedrooms numeric
@attribute population numeric
@attribute households numeric
@attribute medianIncome numeric
@attribute medianHouseValue numeric

@data
0.207171,0.564293,0.764706,0.01905,0.028399,0.011379,0.027134,0.059165,0.273197
0.207171,0.564293,0.803922,0.041635,0.056797,0.025954,0.060023,0.083695,0.298558
0.207171,0.563231,1,0.061905,0.083799,0.028364,0.078441,0.084488,0.203919
0.207171,0.563231,1,0.042881,0.052142,0.023824,0.053281,0.115909,0.174641
0.207171,0.563231,1,0.056514,0.06766,0.028112,0.069232,0.144832,0.242475
0.206175,0.564293,0.784314,0.013556,0.018932,0.008801,0.019405,0.131302,0.190723
0.206175,0.564293,0.941176,0.028689,0.037709,0.016929,0.039138,0.135157,0.162476
0.206175,0.564293,1,0.048222,0.065177,0.030802,0.065121,0.090213,0.186599
0.206175,0.563231,0.960784,0.052902,0.076195,0.031615,0.077619,0.078792,0.19361
0.206175,0.563231,1,0.01849,0.024674,0.010987,0.025325,0.081902,0.241238
0.206175,0.563231,0.941176,0.04868,0.069212,0.024104,0.061996,0.098447,0.221238
0.206175,0.563231,1,0.054708,0.074488,0.032652,0.072357,0.100799,0.206599
0.207171,0.563231,0.921569,0.048833,0.063315,0.028672,0.054925,0.089447,0.196702
0.207171,0.562168,0.941176,0.042042,0.056642,0.021049,0.053938,0.060351,0.185362
0.207171,0.562168,0.980392,0.06773,0.08892,0.035175,0.087979,0.153819,0.195259
0.207171,0.562168,0.941176,0.030851,0.043606,0.015892,0.043249,0.068013,0.169486
0.207171,0.562168,0.921569,0.045679,0.066884,0.027579,0.061339,0.041193,0.184537
0.206175,0.562168,1,0.038379,0.060366,0.025169,0.066108,0.062785,0.1833
0.208167,0.562168,1,0.037337,0.051055,0.019227,0.05065,0.205521,0.363712
0.208167,0.562168,1,0.061804,0.110801,0.03851,0.11429,0.144129,0.331959
0.208167,0.562168,1,0.042296,0.064867,0.02643,0.064792,0.110198,0.289485
0.208167,0.562168,0.980392,0.023755,0.048107,0.014406,0.040783,0.054158,0.278351
0.208167,0.563231,0.941176,0.018083,0.031192,0.012865,0.030916,0.036213,0.214022
0.208167,0.563231,1,0.024111,0.031192,0.013005,0.032396,0.238921,0.358351
0.208167,0.562168,1,0.03665,0.048107,0.018414,0.047854,0.17328,0.349279
0.208167,0.562168,1,0.042067,0.065022,0.02004,0.062654,0.150129,0.344949
0.208167,0.562168,0.960784,0.028562,0.049814,0.017181,0.049827,0.105247,0.262888
0.207171,0.561105,0.823529,0.025561,0.048262,0.015555,0.041441,0.085164,0.252578
0.208167,0.561105,0.764706,0.01582,0.030106,0.011772,0.026147,0.031082,0.355671
0.207171,0.561105,0.764706,0.024009,0.058038,0.019535,0.057721,0.087937,0.201032
0.207171,0.561105,0.392157,0.022738,0.070143,0.020516,0.071863,0.029096,0.323506
0.207171,0.561105,0.823529,0.047459,0.070608,0.029653,0.066765,0.069282,0.162476
0.207171,0.561105,0.784314,0.081871,0.132216,0.054822,0.118237,0.04213,0.170104
0.207171,0.561105,1,0.041406,0.070608,0.032484,0.065614,0.051558,0.183919
0.206175,0.561105,1,0.029706,0.036313,0.019563,0.038152,0.076544,0.149486
0.206175,0.561105,1,0.023984,0.037554,0.01606,0.036014,0.062854,0.140414
0.206175,0.561105,1,0.031436,0.044538,0.017349,0.042427,0.069365,0.149486
0.206175,0.561105,1,0.03782,0.051831,0.02032,0.039961,0.021882,0.14495
0.206175,0.561105,1,0.035226,0.052762,0.030018,0.049827,0.049461,0.134641
0.205179,0.561105,0.019608,0.003968,0.006518,0.002551,0.009209,0.142246,0.092785
0.205179,0.562168,1,0.02846,0.032588,0.015443,0.030587,0.199514,0.125156
0.205179,0.561105,0.941176,0.003383,0.004345,0.002326,0.003618,0.387471,0.123713
0.205179,0.560043,0.960784,0.019279,0.02933,0.010482,0.019898,0.027669,0.146599
0.204183,0.560043,1,0.03108,0.036623,0.014518,0.025983,0.047661,0.125981
0.204183,0.560043,0.921569,0.021008,0.028088,0.010903,0.021707,0.144405,0.12062
0.204183,0.560043,1,0.025637,0.032278,0.016845,0.030587,0.045986,0.130723
0.204183,0.560043,0.921569,0.036955,0.05478,0.022002,0.054432,0.021082,0.143094
0.205179,0.55898,1,0.026069,0.037709,0.013706,0.024009,0.145481,0.136703
0.204183,0.560043,1,0.014497,0.01676,0.007596,0.01332,0.093219,0.144331
0.205179,0.560043,0.882353,0.071189,0.099783,0.05101,0.100312,0.033124,0.235465
0.205179,0.560043,0.490196,0.019482,0.023433,0.010903,0.02072,0.087723,0.139177
0.205179,0.560043,0.882353,0.02373,0.045934,0.016228,0.045387,0.015772,0.165362
0.205179,0.560043,0.941176,0.021415,0.031502,0.015611,0.024831,0.086213,0.123713
0.205179,0.560043,0.882353,0.000254,0.000466,0.00042,0.000987,0,0.108249
0.205179,0.560043,0.372549,0.021186,0.024829,0.008044,0.021707,0.136764,0.252578
0.206175,0.560043,0.313725,0.031411,0.071539,0.021273,0.072028,0.029255,0.335052
0.206175,0.560043,0.686275,0.074063,0.087058,0.034558,0.083539,0.13424,0.179589
0.206175,0.560043,0.352941,0.030648,0.037554,0.020124,0.033876,0.042151,0.192372
0.205179,0.560043,0.431373,0.044331,0.057883,0.029457,0.053281,0.020876,0.201032
0.206175,0.55898,0.72549,0.017346,0.027157,0.009557,0.025325,0.10424,0.239795
0.206175,0.560043,0.313725,0.02345,0.044693,0.016985,0.047361,0.068971,0.304125
0.207171,0.560043,1,0.00529,0.008535,0.005045,0.009045,0.045986,0.201032
0.206175,0.560043,1,0.008597,0.014898,0.005521,0.014142,0.070406,0.201032
0.206175,0.560043,1,0.009767,0.025295,0.009613,0.025325,0.021214,0.252578
0.206175,0.560043,0.666667,0.02406,0.028399,0.013005,0.027627,0.090268,0.214022
0.206175,0.560043,1,0.019609,0.022036,0.010482,0.018747,0.131612,0.171548
0.207171,0.560043,0.764706,0.022331,0.069832,0.016228,0.062325,0.032903,0.214022
0.207171,0.560043,0.176471,0.022204,0.053849,0.015219,0.054103,0.017938,0.304125
0.207171,0.55898,0.176471,0.00262,0.006363,0.003419,0.006249,0.032572,0.252578
0.207171,0.55898,1,0.006282,0.011949,0.011015,0.013814,0.051275,1
0.207171,0.55898,0.294118,0.02523,0.060677,0.022338,0.059365,0.109923,0.304125
0.206175,0.55898,1,0.005417,0.013346,0.025253,0.014307,0.025303,0.252578
0.206175,0.55898,1,0.002391,0.004655,0.005269,0.005427,0.017248,0.304125
0.207171,0.557917,0.509804,0.026782,0.053693,0.02004,0.049498,0.147274,0.355671
0.207171,0.55898,0.745098,0.043568,0.096524,0.037109,0.076632,0.09295,0.338557
0.208167,0.55898,0.686275,0.135485,0.384233,0.097144,0.381845,0.104116,0.237114
0.208167,0.561105,0.588235,0.116842,0.206394,0.057317,0.193883,0.161005,0.348042
0.208167,0.560043,0.54902,0.008469,0.016449,0.005578,0.0148,0.103881,0.226805
0.208167,0.561105,0.411765,0.093596,0.196927,0.056644,0.205394,0.049558,0.319588
0.208167,0.561105,0.705882,0.09235,0.168218,0.051431,0.160993,0.14555,0.367217
0.209163,0.560043,0.54902,0.118368,0.219274,0.064492,0.205394,0.137329,0.500619
0.209163,0.560043,0.529412,0.147617,0.248603,0.071751,0.246012,0.187432,0.532783
0.209163,0.560043,0.745098,0.021669,0.037399,0.010819,0.037329,0.181039,0.458763
0.209163,0.560043,1,0.054759,0.108628,0.025001,0.100641,0.143419,0.690721
0.208167,0.560043,0.647059,0.14927,0.296865,0.075282,0.294031,0.161425,0.661236
0.210159,0.561105,1,0.038329,0.034761,0.018807,0.039961,0.305561,0.615257
0.210159,0.560043,1,0.051478,0.074643,0.019788,0.074823,0.191225,0.52268
0.209163,0.560043,1,0.044661,0.071229,0.019143,0.069232,0.18408,0.503918
0.210159,0.561105,1,0.088484,0.116387,0.040388,0.117908,0.234486,0.537526
0.209163,0.561105,0.529412,0.084821,0.132526,0.042518,0.131722,0.234921,0.43299
0.209163,0.561105,1,0.036167,0.044693,0.015331,0.041441,0.316671,0.510309
0.209163,0.561105,0.607843,0.096826,0.170236,0.050534,0.1679,0.147791,0.419588
0.209163,0.561105,0.490196,0.100641,0.185444,0.048936,0.199967,0.174025,0.494845
0.209163,0.562168,1,0.060379,0.086592,0.026234,0.085183,0.182653,0.431134
0.209163,0.562168,0.666667,0.040974,0.066263,0.018835,0.069232,0.204983,0.470309
0.209163,0.562168,1,0.032479,0.044382,0.014883,0.04769,0.182273,0.446598
0.209163,0.562168,0.529412,0.127677,0.271415,0.071611,0.272981,0.132653,0.419588
0.209163,0.562168,1,0.106516,0.171322,0.049973,0.170367,0.178604,0.451753
0.211155,0.563231,0.960784,0.063915,0.061763,0.027103,0.061174,0.369629,0.644535
0.211155,0.563231,0.901961,0.080701,0.070298,0.03069,0.079592,0.330126,0.685772
0.210159,0.562168,0.784314,0.065466,0.062849,0.02217,0.061667,0.376278,0.723917
0.210159,0.564293,0.705882,0.008444,0.008225,0.002663,0.007565,0.307885,0.659793
0.211155,0.564293,1,0.071163,0.063625,0.029653,0.066108,0.402994,0.73938
0.210159,0.563231,1,0.089704,0.08892,0.032905,0.091103,0.322575,0.772164
0.210159,0.564293,1,0.066382,0.056487,0.025169,0.060187,0.464511,0.775463
0.212151,0.564293,0.529412,0.134417,0.162477,0.05684,0.157047,0.341864,0.664535
0.212151,0.563231,0.960784,0.074597,0.073246,0.028812,0.078605,0.482759,0.577732
0.213147,0.563231,0.843137,0.087034,0.092489,0.037978,0.09801,0.38065,0.571752
0.213147,0.562168,0.764706,0.126888,0.104438,0.045209,0.107384,0.486511,0.817524
0.214143,0.563231,0.568627,0.056183,0.053538,0.023571,0.056241,0.383905,0.61134
0.213147,0.563231,0.647059,0.077217,0.075885,0.031867,0.081401,0.452056,0.64103
0.215139,0.563231,0.333333,0.041075,0.032433,0.014855,0.031738,0.765631,0.778556
0.214143,0.563231,0.666667,0.072817,0.071229,0.029962,0.072685,0.481945,0.627422
0.213147,0.562168,0.647059,0.128771,0.122129,0.045517,0.125802,0.441215,0.656288
0.215139,0.562168,0.529412,0.033674,0.028399,0.012893,0.03108,0.531372,0.660206
0.214143,0.562168,0.490196,0.040363,0.034451,0.015107,0.034534,0.544896,0.693195
0.215139,0.562168,0.54902,0.045501,0.041899,0.018442,0.044072,0.438194,0.72969
0.215139,0.561105,0.607843,0.04662,0.040813,0.017714,0.043085,0.539103,0.723504
0.214143,0.561105,0.705882,0.031207,0.027933,0.011688,0.028778,0.449483,0.725154
0.214143,0.561105,0.745098,0.095834,0.082713,0.035371,0.082059,0.402084,0.717113
0.216135,0.560043,0.568627,0.007376,0.005742,0.003447,0.008387,0.404305,0.965565
0.213147,0.561105,1,0.060354,0.051521,0.022702,0.057392,0.452063,0.652371
0.214143,0.560043,0.862745,0.075334,0.067505,0.029821,0.06989,0.433456,0.636082
0.213147,0.55898,0.960784,0.072003,0.093731,0.035231,0.09061,0.165032,0.415877
0.213147,0.55898,0.72549,0.057277,0.082868,0.02657,0.079921,0.178018,0.449691
0.213147,0.560043,1,0.035276,0.032744,0.01421,0.036672,0.326913,0.580206
0.212151,0.560043,1,0.050079,0.051831,0.021357,0.050485,0.415291,0.533402
0.212151,0.55898,1,0.055471,0.072005,0.031559,0.075481,0.19057,0.438557
0.212151,0.55898,1,0.05809,0.07185,0.02999,0.072357,0.174473,0.380619
0.212151,0.55898,1,0.069154,0.083799,0.033129,0.084526,0.278817,0.463505
0.212151,0.560043,1,0.051427,0.052452,0.021105,0.055747,0.246348,0.525979
0.212151,0.560043,1,0.074826,0.083023,0.028897,0.085512,0.334547,0.591958
0.211155,0.55898,1,0.051656,0.075264,0.021974,0.075317,0.183473,0.524742
0.211155,0.560043,1,0.036396,0.035382,0.017069,0.034863,0.294541,0.617938
0.212151,0.560043,1,0.074393,0.062228,0.028532,0.062325,0.528027,0.773401
0.211155,0.560043,1,0.058828,0.045158,0.024048,0.042263,0.577882,0.81505
0.210159,0.560043,1,0.063152,0.048417,0.026626,0.05361,0.438559,0.695669
0.210159,0.560043,1,0.037845,0.036778,0.017685,0.041934,0.381395,0.561443
0.211155,0.560043,1,0.071519,0.056487,0.024524,0.057721,0.483311,0.68804
0.210159,0.560043,1,0.053182,0.085196,0.025645,0.079263,0.155019,0.471753
0.210159,0.55898,1,0.022534,0.025916,0.010006,0.028614,0.11686,0.405155
0.209163,0.55898,1,0.053029,0.078988,0.033465,0.080086,0.173446,0.419382
0.210159,0.560043,1,0.063864,0.077747,0.029289,0.085019,0.218969,0.525567
0.209163,0.560043,0.882353,0.082151,0.129423,0.038398,0.122677,0.187935,0.420207
0.209163,0.55898,0.803922,0.104736,0.165115,0.047983,0.166749,0.167901,0.43299
0.209163,0.55898,0.823529,0.060074,0.12275,0.038006,0.118566,0.113309,0.484536
0.209163,0.55898,0.784314,0.037362,0.072626,0.029681,0.067752,0.076702,0.322475
0.209163,0.55898,0.54902,0.062719,0.133923,0.037333,0.126953,0.061585,0.36866
0.210159,0.557917,0.509804,0.041457,0.076195,0.032736,0.070383,0.125336,0.226805
0.209163,0.557917,0.862745,0.045374,0.081471,0.041257,0.075481,0.088088,0.170104
0.209163,0.557917,0.960784,0.015947,0.029019,0.020712,0.032067,0.147991,0.226805
0.209163,0.557917,1,0.034005,0.060521,0.030354,0.05953,0.115936,0.255259
0.209163,0.55898,0.686275,0.042627,0.093886,0.046021,0.08913,0.119336,0.209692
0.209163,0.55898,0.823529,0.059566,0.100248,0.047843,0.105739,0.079344,0.282063
0.210159,0.55898,1,0.025281,0.035227,0.020404,0.037329,0.122053,0.230929
0.210159,0.55898,1,0.040414,0.057728,0.031251,0.056899,0.114233,0.234228
0.210159,0.55898,1,0.040287,0.061608,0.028112,0.054925,0.11275,0.25897
0.210159,0.55898,0.901961,0.051986,0.091092,0.033914,0.090939,0.146846,0.345774
0.211155,0.55898,1,0.030266,0.044693,0.021553,0.042098,0.129888,0.27196
0.210159,0.55898,1,0.045806,0.065022,0.03694,0.065779,0.169453,0.222269
0.210159,0.55898,0.941176,0.07213,0.116077,0.041593,0.111166,0.139577,0.318145
0.211155,0.55898,1,0.019864,0.028399,0.013593,0.030423,0.099143,0.230104
0.211155,0.55898,0.980392,0.040389,0.064091,0.026514,0.064299,0.09675,0.232785
0.211155,0.55898,0.960784,0.044356,0.074333,0.03212,0.068081,0.120695,0.223712
0.211155,0.55898,1,0.031792,0.046245,0.023571,0.045881,0.13055,0.199795
0.211155,0.557917,0.823529,0.15161,0.208411,0.122313,0.202269,0.116674,0.201651
0.211155,0.557917,1,0.045297,0.061142,0.046414,0.067588,0.167984,0.191548
0.211155,0.557917,0.568627,0.025357,0.040813,0.028252,0.043085,0.09555,0.252578
0.210159,0.557917,0.745098,0.037311,0.066729,0.040948,0.063805,0.11475,0.186599
0.210159,0.557917,0.901961,0.034844,0.061142,0.034586,0.049663,0.112074,0.165981
0.210159,0.557917,1,0.017091,0.027778,0.01805,0.027463,0.19828,0.208455
0.210159,0.557917,0.823529,0.041304,0.058194,0.035903,0.058543,0.120985,0.200414
0.209163,0.557917,0.980392,0.0044,0.006518,0.006306,0.00888,0.11035,0.123713
0.209163,0.557917,0.745098,0.011674,0.019863,0.010594,0.020062,0.075868,0.201032
0.209163,0.557917,1,0.02289,0.036623,0.023627,0.037165,0.215521,0.226805
0.208167,0.55898,0.372549,0.060303,0.120732,0.046414,0.111001,0.082275,0.206187
0.212151,0.555792,1,0.009894,0.019708,0.01449,0.022529,0.079116,0.16495
0.212151,0.555792,1,0.028867,0.046555,0.024188,0.042427,0.144143,0.167836
0.211155,0.555792,1,0.019508,0.031813,0.017069,0.029929,0.142764,0.117527
0.211155,0.556854,1,0.011954,0.022502,0.011547,0.020556,0.147791,0.116084
0.211155,0.556854,1,0.021873,0.033209,0.027775,0.034863,0.174191,0.135672
0.212151,0.556854,0.960784,0.048782,0.082092,0.042658,0.078277,0.068185,0.23464
0.211155,0.556854,0.823529,0.036065,0.073091,0.042126,0.071863,0.098888,0.201032
0.211155,0.556854,1,0.025027,0.039882,0.028168,0.041769,0.067896,0.215259
0.211155,0.556854,0.843137,0.059464,0.127871,0.078758,0.123335,0.07593,0.212579
0.211155,0.557917,0.921569,0.043085,0.061297,0.041425,0.056241,0.10604,0.221651
0.211155,0.557917,0.941176,0.029834,0.03352,0.023992,0.035849,0.12366,0.188249
0.212151,0.557917,0.705882,0.05954,0.08892,0.044984,0.085841,0.113757,0.242269
0.211155,0.557917,0.568627,0.015464,0.022346,0.011828,0.022858,0.077233,0.222063
0.211155,0.557917,0.764706,0.023602,0.030726,0.015724,0.030094,0.057116,0.202682
0.212151,0.557917,0.843137,0.037769,0.048572,0.026851,0.044565,0.207976,0.194847
0.212151,0.557917,1,0.087034,0.106921,0.063623,0.112481,0.234817,0.308661
0.213147,0.557917,1,0.01933,0.02933,0.016733,0.031903,0.178577,0.226805
0.212151,0.557917,0.882353,0.060125,0.089075,0.046078,0.086499,0.145122,0.226187
0.212151,0.557917,0.941176,0.046391,0.069677,0.033577,0.069561,0.137936,0.250929
0.212151,0.557917,0.72549,0.077496,0.11018,0.060652,0.108206,0.158412,0.261238
0.214143,0.557917,0.54902,0.04166,0.058194,0.026234,0.055747,0.160839,0.278351
0.213147,0.557917,0.901961,0.039193,0.047486,0.023992,0.047854,0.169542,0.255259
0.213147,0.557917,0.647059,0.060074,0.086282,0.042434,0.08469,0.161143,0.256083
0.213147,0.557917,0.666667,0.044331,0.063315,0.031952,0.063312,0.163798,0.265568
0.213147,0.55898,0.745098,0.050893,0.077436,0.030999,0.076139,0.177122,0.291753
0.213147,0.55898,0.745098,0.051274,0.069212,0.034138,0.073179,0.177639,0.280413
0.214143,0.55898,0.823529,0.077395,0.077281,0.031167,0.074659,0.307306,0.531959
0.214143,0.55898,1,0.039295,0.045313,0.019703,0.043907,0.29463,0.416701
0.213147,0.55898,1,0.08945,0.11018,0.052692,0.115935,0.205942,0.354846
0.214143,0.55898,0.784314,0.052597,0.05478,0.02245,0.055747,0.318513,0.463093
0.213147,0.55898,0.921569,0.033547,0.040658,0.014098,0.041276,0.248121,0.442681
0.215139,0.55898,0.921569,0.043034,0.040037,0.017013,0.038974,0.292693,0.499588
0.215139,0.55898,0.882353,0.04924,0.052762,0.021441,0.054432,0.26019,0.478144
0.215139,0.557917,0.960784,0.024569,0.030106,0.012865,0.030094,0.171342,0.340001
0.214143,0.557917,0.764706,0.026909,0.039572,0.01861,0.038481,0.253376,0.318764
0.214143,0.55898,0.882353,0.051859,0.062694,0.029597,0.06545,0.230949,0.388248
0.215139,0.55898,1,0.04606,0.041899,0.01777,0.045387,0.242169,0.512165
0.215139,0.557917,0.862745,0.069078,0.069832,0.030915,0.074494,0.286644,0.447011
0.215139,0.557917,0.529412,0.079913,0.117939,0.0486,0.10985,0.16757,0.258764
0.214143,0.557917,0.666667,0.045781,0.071074,0.028196,0.06397,0.124391,0.228867
0.214143,0.557917,0.941176,0.022382,0.030106,0.020572,0.034369,0.149432,0.22062
0.214143,0.557917,0.843137,0.041177,0.069988,0.037865,0.080579,0.146143,0.246805
0.213147,0.557917,0.862745,0.053741,0.082557,0.042798,0.077783,0.132191,0.256496
0.214143,0.557917,0.862745,0.051351,0.081782,0.039435,0.07877,0.157163,0.207012
0.213147,0.556854,0.882353,0.056895,0.078678,0.038874,0.093406,0.154156,0.252166
0.213147,0.556854,1,0.037515,0.0464,0.029765,0.044072,0.092916,0.251547
0.213147,0.556854,1,0.026807,0.034606,0.022114,0.040125,0.148853,0.263094
0.213147,0.556854,0.941176,0.022789,0.037709,0.021749,0.040125,0.176115,0.252578
0.212151,0.556854,0.843137,0.075436,0.110025,0.063511,0.100148,0.130391,0.199383
0.213147,0.556854,0.823529,0.043237,0.071229,0.034306,0.066765,0.084061,0.230517
0.213147,0.556854,0.901961,0.022356,0.03833,0.021021,0.039467,0.146557,0.198558
0.212151,0.555792,0.764706,0.012513,0.017536,0.015247,0.022036,0.158729,0.205774
0.212151,0.556854,0.960784,0.045119,0.073246,0.050562,0.072192,0.084668,0.180001
0.212151,0.556854,0.843137,0.042627,0.079609,0.047563,0.081237,0.108978,0.241032
0.212151,0.556854,0.980392,0.041584,0.071695,0.043163,0.064463,0.137177,0.21464
0.213147,0.554729,1,0.036065,0.048572,0.030326,0.04917,0.08653,0.135259
0.213147,0.555792,1,0.01498,0.026691,0.00981,0.022365,0.247617,0.135259
0.213147,0.555792,1,0.018897,0.023588,0.013173,0.024338,0.150108,0.152166
0.214143,0.555792,0.941176,0.057734,0.077126,0.045349,0.079263,0.133371,0.180208
0.213147,0.555792,0.882353,0.031334,0.058038,0.033073,0.05805,0.126274,0.172579
0.213147,0.555792,0.823529,0.025815,0.050745,0.023347,0.045387,0.121412,0.175259
0.215139,0.555792,0.803922,0.023653,0.039261,0.025141,0.043085,0.08993,0.159383
0.214143,0.555792,0.745098,0.06834,0.092489,0.052832,0.088143,0.121122,0.164537
0.214143,0.555792,0.784314,0.039295,0.064246,0.028616,0.055912,0.10733,0.179383
0.214143,0.556854,1,0.058447,0.068591,0.03425,0.069396,0.209645,0.295671
0.214143,0.556854,0.745098,0.044509,0.061763,0.029934,0.061667,0.180466,0.219795
0.214143,0.556854,0.960784,0.047434,0.062384,0.031531,0.061996,0.140702,0.235259
0.214143,0.555792,0.823529,0.061753,0.077747,0.042994,0.079428,0.165384,0.219383
0.213147,0.556854,0.843137,0.043924,0.064091,0.03467,0.064463,0.125005,0.181032
0.215139,0.556854,1,0.026044,0.027778,0.013061,0.027463,0.163798,0.29897
0.215139,0.555792,1,0.05514,0.066263,0.030354,0.069725,0.198039,0.265774
0.215139,0.555792,1,0.059184,0.068901,0.03198,0.06841,0.207687,0.280826
0.215139,0.556854,1,0.06333,0.064246,0.030999,0.061503,0.262934,0.308042
0.215139,0.556854,1,0.055852,0.061453,0.027495,0.060516,0.187591,0.291753
0.216135,0.556854,0.627451,0.003561,0.004655,0.016032,0.007565,0.232762,0.43299
0.215139,0.556854,0.941176,0.030037,0.031657,0.013818,0.034205,0.326402,0.328248
0.215139,0.556854,1,0.027163,0.029795,0.015471,0.03108,0.2225,0.313197
0.214143,0.556854,0.862745,0.044865,0.051366,0.024272,0.05361,0.282024,0.306186
0.216135,0.557917,0.745098,0.015642,0.014587,0.00653,0.017267,0.328127,0.490722
0.216135,0.557917,0.784314,0.035836,0.036002,0.017461,0.035027,0.454311,0.465361
0.216135,0.557917,0.882353,0.053589,0.059901,0.025757,0.053938,0.239397,0.398145
0.215139,0.557917,0.901961,0.031207,0.037554,0.016228,0.041934,0.169067,0.377526
0.215139,0.557917,0.960784,0.024213,0.03352,0.015219,0.032889,0.149432,0.325362
0.216135,0.560043,0.705882,0.041737,0.040503,0.017293,0.043578,0.341009,0.663298
0.216135,0.55898,0.647059,0.034412,0.030106,0.012304,0.031903,0.398884,0.625154
0.216135,0.55898,0.431373,0.058879,0.051986,0.026682,0.053774,0.431222,0.55835
0.221116,0.555792,0.45098,0.06249,0.049038,0.025589,0.053116,0.453187,0.573196
0.218127,0.557917,0.411765,0.326568,0.31766,0.139634,0.323302,0.378271,0.73402
0.217131,0.556854,0.803922,0.03871,0.040192,0.018162,0.043743,0.219831,0.293403
0.217131,0.555792,0.568627,0.084541,0.115611,0.047675,0.115442,0.163798,0.248042
0.216135,0.556854,0.823529,0.050435,0.068125,0.030326,0.066765,0.201418,0.250929
0.216135,0.556854,0.960784,0.041711,0.049814,0.0199,0.046538,0.192997,0.300413
0.217131,0.556854,0.941176,0.022661,0.027312,0.013033,0.0296,0.232762,0.25897
0.217131,0.556854,1,0.016557,0.019708,0.008212,0.019734,0.253452,0.26598
0.218127,0.555792,0.901961,0.031894,0.03352,0.015892,0.035685,0.267245,0.302887
0.218127,0.555792,0.921569,0.024798,0.02995,0.012416,0.029436,0.294541,0.291341
0.218127,0.555792,0.862745,0.059057,0.061453,0.027047,0.062983,0.211997,0.331959
0.218127,0.555792,0.745098,0.040211,0.054004,0.023936,0.051801,0.179025,0.269692
0.217131,0.555792,0.745098,0.040948,0.052917,0.025477,0.052787,0.199714,0.26165
0.217131,0.555792,0.588235,0.0616,0.082557,0.038034,0.074165,0.094557,0.156084
0.217131,0.554729,0.784314,0.04049,0.056797,0.030018,0.058214,0.099012,0.155878
0.217131,0.554729,0.901961,0.053818,0.063935,0.026963,0.062654,0.116157,0.191548
0.216135,0.554729,0.705882,0.040007,0.0554,0.026066,0.052458,0.123571,0.189692
0.217131,0.554729,0.72549,0.044814,0.061453,0.027579,0.05805,0.133336,0.171548
0.216135,0.554729,0.960784,0.030139,0.040348,0.025337,0.040289,0.099861,0.15361
0.216135,0.554729,1,0.019126,0.027002,0.012444,0.026969,0.234921,0.162476
0.216135,0.554729,0.941176,0.05865,0.069988,0.036324,0.074001,0.092468,0.168455
0.216135,0.555792,0.509804,0.023068,0.036468,0.011015,0.025654,0.108874,0.170104
0.216135,0.555792,0.803922,0.029961,0.039727,0.024496,0.043907,0.159487,0.169692
0.216135,0.554729,0.823529,0.051274,0.06316,0.031055,0.060187,0.095957,0.157115
0.215139,0.554729,0.941176,0.034742,0.043606,0.022058,0.044072,0.083151,0.157527
0.216135,0.555792,1,0.069739,0.08473,0.041369,0.090939,0.122543,0.167424
